Usage,Popularity,Name,ID
38,0,Anglesite,bigreactors:mineralanglesite:0
38,0,Insulated Copper Cable,"ic2:cable:0:{type:0b,insulation:1b}"
38,0,Calculation Processor,appliedenergistics2:material:23
37.72222222222222b,0,Liquid Sunshine,fluid:liquid_sunshine
37,0,"Wool (Dorset, Brown)",animania:wool:0
37,0,Oak Chest,minecraft:chest:0
37,0,§fWhite Plastic Block,mekanism:plasticblock:15
36,0,Marble,chisel:marble2:7
36,0,§cSupremium Nugget,mysticalagriculture:crafting:44
36,0,Elite Component,extendedcrafting:material:16
36,0,Snowball,minecraft:snowball:0
36,0,Basic Component,extendedcrafting:material:14
36,0,Ardite Nugget,"tconstruct:nuggets:1:{display:{Lore:[""§d§l33%""]}}"
36,0,Magenta Laser Lens,environmentaltech:laser_lens_colored:2
36,0,Magenta Dye,minecraft:dye:13
36,0,Black Quartz Slab,actuallyadditions:block_quartz_slab:0
36,0,DU Lithium Ion Battery,"nuclearcraft:lithium_ion_battery_du:0:{capacity:512000000,maxTransfer:25600000,energy:0}"
36,0,Basic Lens,advancedrocketry:lens:0
36,0,Xorcite Shard,endreborn:death_essence:0
36,0,Advanced Photovoltaic Cell,enderio:block_solar_panel:2
36,0,Enlightened Fused Quartz,enderio:block_enlightened_fused_quartz:0
36,0,§5Block of Insanium Essence,mysticalagradditions:storage:0
34.75,0,Aquamarine,astralsorcery:itemcraftingcomponent:0
34.22222222222223,0,Marshmallow,nuclearcraft:marshmallow:0
34.22222222222223,0,Milk Chocolate,nuclearcraft:milk_chocolate:0
34,0,Titanium Rod,libvulpes:productrod:7
34,0,Atomic Alloy,mekanism:atomicalloy:0
34,0,Wither Dust Block,darkutils:wither_block:0
34,0,Osgloglas Block,plustic:osgloglasblock:0
34,0,Pulsating Mesh,forestry:crafting_material:1
33.333333333333336,0,Treated Wood Planks,immersiveengineering:treated_wood:0
33,0,Aethium,environmentaltech:aethium:0
33,0,Awakened Core,draconicevolution:awakened_core:0
32.888888888888886,0,Void Metal Ingot,thaumcraft:ingot:1
32.666666666666664,0,Steel Sheetmetal,immersiveengineering:sheetmetal:8
32.61111111111111,0,Ignis,aspect:Ignis
32.256b,0,Molten Electrical Steel,fluid:electrical_steel
32.19753086419753,0,Iron Nugget,minecraft:iron_nugget:0
32,0,Rat Pelt,rats:rat_pelt:0
32,0,DU Solar Panel,nuclearcraft:solar_panel_du:0
32,0,Pladium Solar Cell,environmentaltech:solar_cell_pladium:0
32,0,Melodic Capacitor,enderio:item_capacitor_melodic:0
32,0,Supercold Ice,nuclearcraft:block_ice:0
32,0,Packed Ice,minecraft:packed_ice:0
32b,0,High Pressure Steam,fluid:high_pressure_steam
32,0,Manyullyn Nugget,tconstruct:nuggets:2
32,0,Knightslime Nugget,tconstruct:nuggets:3
32,0,Enderium Turbine Blade,advgenerators:turbine_blade_enderium:0
32,0,Massively Parallel Processor,threng:material:6
32,0,256k ME Storage Component,aeadditions:storage.component:0
32,0,Lapotron Crystal,ic2:lapotron_crystal:0:{charge:1.0E7d}
32,0,Emeradic Crystal,actuallyadditions:item_crystal:4
32,0,Simple Machine Parts,enderio:item_material:69
32,0,Speculation Core (16x),threng:material:11
31.444444444444443,0,Ludicrite Block,bigreactors:blockludicrite:0
31,0,Resonant Cell Frame (Full),thermalexpansion:frame:148
31,0,Mirion Block,plustic:mirionblock:0
30.88888888888889,0,Heavy Ingot,mechanics:heavy_ingot:0
30.208b,0,Molten Lumium,fluid:lumium
30,0,Benitoite,bigreactors:mineralbenitoite:0
29.844444444444445,1,Raw Rat,rats:raw_rat:0
29,0,"Rat §o""Nugget""",rats:rat_nugget:0
28.944444444444446b,0,Life Essence,fluid:lifeessence
28,0,Seared Brick,tconstruct:materials:0
28,0,Iron Frame,advgenerators:iron_frame:0
28,0,Hardened Desert Myrmex Resin,iceandfire:myrmex_desert_resin_block:0
28,0,Nether Quartz Ore,minecraft:quartz_ore:0
27.648b,0,Molten Crystalline Alloy,fluid:crystalline_alloy
27.5,0,Pure Certus Quartz Crystal,appliedenergistics2:material:10
27.166666666666668,0,Signalum Cell Frame (Full),thermalexpansion:frame:147
27,0,UU-Metal Nugget,tconevo:metal:42
26.888888888888893,0,Raw Prime Chicken,animania:raw_prime_chicken:0
26.88888888888889,0,Bottle of Wine,"rustic:fluid_bottle:0:{Fluid:{FluidName:""wine"",Amount:1000,Tag:{Quality:1.0f}}}"
26.506944444444443,0,Paper,minecraft:paper:0
26.444444444444446,0,Milk Powder,ic2:dust:33
26.22222222222222,0,Magnesium Ingot,nuclearcraft:ingot:7
26,0,The Ultimate Catalyst,extendedcrafting:material:13
26,0,Crystal Matrix,avaritia:block_resource:2
26,0,Charged Certus Quartz Crystal,appliedenergistics2:material:1
26,0,Rosin,thermalfoundation:material:832
25.666666666666668,0,Tracking Circuit,advancedrocketry:ic:1
25.666666666666668,0,Data Storage Unit,advancedrocketry:dataunit:0
25.666666666666664,0,Raw Turkey,harvestcraft:turkeyrawitem:0
25.444444444444446,0,Chili Pepper,rustic:chili_pepper:0
25.074074074074076,0,Draconic Core,draconicevolution:draconic_core:0
25,0,Block of Enderium,thermalfoundation:storage_alloy:7
24.888888888888886,0,Unstable Ingot,extrautils2:unstableingots:0
24.666666666666668,0,Alienis,aspect:Alienis
24.666666666666668,0,Potentia,aspect:Potentia
24.444444444444446,0,Chicken Curry,harvestcraft:chickencurryitem:0
24.444444444444446,0,Ground Cinnamon,harvestcraft:groundcinnamonitem:0
24.444444444444446,0,Coconut,harvestcraft:coconutitem:0
24.444444444444446,0,Ginger,harvestcraft:gingeritem:0
24.444444444444446,0,Garlic,harvestcraft:garlicitem:0
24.444444444444446,0,Plain Yogurt,harvestcraft:plainyogurtitem:0
24.444444444444446,0,Wild Rice,biomesoplenty:plant_1:3
24.444444444444446,0,Cinnamon,harvestcraft:cinnamonitem:0
24.444444444444443,0,Cosmic Meatballs,avaritia:cosmic_meatballs:0
24.444444444444443,0,Raw Prime Pork,animania:raw_prime_pork:0
24.12774035930309,0,Block of Diamond,minecraft:diamond_block:0
24,20,Ritual Stone,bloodmagic:ritual_stone:0
24,0,Enori Crystal,actuallyadditions:item_crystal:5
24,0,HDPE Pellet,mekanism:polyethene:0
24,0,Arcane Stone,thaumcraft:stone_arcane:0
24,0,Sun Crystal,extrautils2:suncrystal:0
24,0,MV-Transformer,ic2:te:78
24,0,Elite Induction Cell,mekanism:basicblock2:3:{tier:2}
24,0,Elite Induction Provider,mekanism:basicblock2:4:{tier:2}
24,0,Reactor Chamber,ic2:te:24
24,0,Black Hole Tank,"industrialforegoing:black_hole_tank:0:{FluidName:""water"",Amount:1000}"
24,0,Pink Slime Crystal,tconevo:material:1
24,0,Gem of Ratlantis,rats:gem_of_ratlantis:0
24,0,Hardened Enderium Glass,thermalfoundation:glass_alloy:7
24,0,Enderium Blend,thermalfoundation:material:103
23.77777777777778,0,Dragon Egg,iceandfire:dragonegg_blue:0
23.333333333333332,0,Terrestrial Artifact Block,contenttweaker:terrestrial_artifact_block:0
23,1,Raw Marbled Cheese,rats:marbled_cheese_raw:0
23,0,Block of Coal Coke,immersiveengineering:stone_decoration:3
23,0,Fluix Block,appliedenergistics2:fluix_block:0
23,0,Chunky Cheese Token,rats:chunky_cheese_token:0
23,0,Moon Stone,extrautils2:ingredients:5
22.65277777777777,0,Vitium,aspect:Vitium
22.233181168153976,0,Black Quartz Ore,actuallyadditions:block_misc:3
22.166666666666668,0,Coalescence Matrix,tconevo:material:0
22.0005b,0,Pahoehoe Lava,fluid:ic2pahoehoe_lava
22,0,Gold Ore,minecraft:gold_ore:0
22b,0,Energized Glowstone,fluid:glowstone
22,0,Ultimate Tier Installer,mekanism:tierinstaller:3
22,0,Infinity Catalyst,avaritia:resource:5
22,0,Endest Pearl,avaritia:endest_pearl:0
22,0,Ultimate Stew,avaritia:ultimate_stew:0
22,0,Neutronium Block,avaritia:block_resource:0
22,0,Oxidized Ferric Sand,"advancedrocketry:hotturf:0:{display:{Lore:[""§8Chance: §b25""]}}"
22,0,§aAvatar of Ratlantis,rats:idol_of_ratlantis:0
22,0,Emerald Alchemical Ore Dust,jaopca:item_dustalchemerald:0
22,0,Firewood,tconstruct:firewood:1
22,0,Block of Carminite,twilightforest:block_storage:4
22,0,§cBlock of Supremium,mysticalagriculture:ingot_storage:5
22,0,Heart Container,scalinghealth:heartcontainer:0
22,0,Shulker Pearl,darkutils:shulker_pearl:0
22,0,Block of Enhanced Ender,extendedcrafting:storage:7
22,0,Demon Will Crystal Cluster,bloodmagic:demon_crystal:0
22,0,Glitch Infused Block,deepmoblearning:infused_ingot_block:0
22,0,Block of Evil Infused Iron,extrautils2:simpledecorative:2
22,0,Bound Metal Block,tconevo:metal_block:5
22,0,Block of Amethyst,biomesoplenty:gem_block:0
22,0,Block of Astral Starmetal,jaopca:block_blockastralstarmetal:0
22,0,Honey Comb Block,forestry:bee_combs_0:0
22,0,Soul Bead,quark:soul_bead:0
22,0,Spectre Illuminator,randomthings:spectreilluminator:0
22,0,Double Compressed Infinity Dust Block,enderio:block_infinity:2
22,0,Pristine Enderman Matter,deepmoblearning:pristine_matter_enderman:0
22,0,§6Draconium asteroid,"advancedrocketry:asteroidchip:0:{display:{Lore:[""§8Distance: §b64.0"",""§8Mass: §b75.0"",""§8Mass variability: §b0.7"",""§8Probability: §b5.0"",""§8Richness: §b1.0"",""§8Richness variability: §b0.5""],Name:""§6Draconium asteroid""}}"
22,0,§2Arcane Technology,rats:arcane_technology:0
22,0,Ratlantean Automaton Head,rats:marbled_cheese_rat_head:0
22,0,§bPsionic Rat Brain,rats:psionic_rat_brain:0
22,0,Feral Rat Claw,rats:feral_rat_claw:0
22,0,Rat Toga,rats:rat_toga:0
22,0,Pirate Hat,quark:pirate_hat:0
22,0,Ratlantean Spirit Flame,rats:ratlantean_flame:0
22,0,Zombie Brain,thaumcraft:brain:0
22,0,Cognitio,aspect:Cognitio
22,0,Rattus,aspect:Rattus
22,0,Marbled Cheese,rats:marbled_cheese:0
22,0,String Cheese,rats:string_cheese:0
22,0,Morb (Pirate§r),"thermalexpansion:morb:0:{id:""quark:pirate""}"
22,0,Rare Earths,"thaumcraft:nugget:10:{display:{Lore:[""§d§l1%""]}}"
22,0,Volatus,aspect:Volatus
22,0,Empty Heart Container,cyclicmagic:heart_toxic:0
22,0,Conglomerate Of Life,contenttweaker:conglomerate_of_life:0
22,0,Siren Tear,iceandfire:siren_tear:0
22,0,Dragon Meal,iceandfire:dragon_meal:0
22,0,Pink Slimy Mud,tconevo:earth_material_block:0
22,0,Greater Tartaric Gem,"bloodmagic:soul_gem:3:{demonWillType:""vengeful"",souls:1.0d}"
22,0,Morb (Wraith§r),"thermalexpansion:morb:0:{id:""quark:wraith""}"
22b,0,Grape Juice,fluid:grapejuice
21,0,Energy Cell Frame,thermalexpansion:frame:128
20.897435897435898b,0,Crude Oil,fluid:crude_oil
20.736b,0,Molten Base Essence,fluid:base_essence
20.736b,0,Molten Brass,fluid:brass
20.666666666666664,0,Energium Dust,ic2:dust:6
20.555555555555557,0,Wyvern Energy Core,draconicevolution:wyvern_energy_core:0
20.5,0,Eye of Ender,minecraft:ender_eye:0
20.415324252767235,0,Xorcite Cluster,endreborn:dragon_essence:0
20.333333333333332,0,Earth Crystal,thaumcraft:crystal_terra:0
20.233181168153976,0,Black Crystal Cluster,actuallyadditions:block_crystal_cluster_coal:0
20,0,Iron Rod,immersiveengineering:material:1
20,0,Stone Bricks,minecraft:stonebrick:0
20,0,Gold Cable,"ic2:cable:2:{type:2b,insulation:0b}"
20,0,Dragon Scales,iceandfire:dragonscales_red:0
20,0,Dragon Scale,mysticalagradditions:stuff:3
20,0,Livingrock,botania:livingrock:0
20,0,Advanced Component,extendedcrafting:material:15
20,0,Ultimate Component,extendedcrafting:material:17
20,0,Apprentice Blood Orb,"bloodmagic:blood_orb:0:{orb:""bloodmagic:apprentice""}"
20,0,Victus Vis Crystal,"thaumcraft:crystal_essence:0:{Aspects:[{amount:1,key:""victus""}]}"
19.555555555555557,0,S'more S'mingot,nuclearcraft:smore:0
19.23076923076923,0,Crude Oil,thermalfoundation:fluid_crude_oil:0
19.125,0,Steel Scaffolding,immersiveengineering:metal_decoration1:1
19,0,Iron Bars,minecraft:iron_bars:0
18.777777777777775,0,Bean Pod,randomthings:beanpod:0
18.326666666666668,0,Sulfur,thermalfoundation:material:771
18,0,Iridium Neutron Reflector,ic2:iridium_reflector:0
18,0,Machine Structure,libvulpes:structuremachine:0
18,0,Bioplastic,nuclearcraft:part:6
18,0,Pladium,environmentaltech:pladium:0
18,0,Genetics Processor,gendustry:genetics_processor:0
18,0,Charged Certus Quartz Nugget,jaopca:item_nuggetchargedcertusquartz:0
18,0,White Sand,biomesoplenty:white_sand:0
18,0,Lormyte Crystal,endreborn:item_lormyte_crystal:0
18,0,Wildflower,biomesoplenty:flower_0:7
18,0,Double Compressed Ender Gravel,additionalcompression:gravelend_compressed:1
18,0,Double Compressed Nether Gravel,additionalcompression:gravelnether_compressed:1
17.87121212121212,0,Beeswax,forestry:beeswax:0
17.5,0,Copper Item Casing,ic2:casing:1
17.493333333333332,0,Engineer's Wire Cutters,immersiveengineering:tool:1
17,0,Microchip (Tier 3),opencomputers:material:9
17,0,Hardened Cell Frame,thermalexpansion:frame:129
17,0,Empowered Void Crystal Block,actuallyadditions:block_crystal_empowered:3
17,0,Empowered Void Crystal,actuallyadditions:item_crystal_empowered:3
16.88888888888889,0,Ludicrite Ingot,bigreactors:ingotludicrite:0
16.88888888888889,0,Fluxed Electrum Blend,redstonearsenal:material:0
16.5,0,Resonating Redstone Crystal,extrautils2:ingredients:0
16.444444444444443,0,Mana Infused Ore,thermalfoundation:ore:8
16.36,1,Engineer's Hammer,immersiveengineering:tool:0
16.25,0,Iron Large Plate,"tconstruct:large_plate:0:{Material:""iron""}"
16,0,Dimensional Shard,rftools:dimensional_shard:0
16,0,Dimensional Shard Dust,jaopca:item_dustdimensionalshard:0
16,0,Witherbone,iceandfire:witherbone:0
16,0,Tanzanite,biomesoplenty:gem:4
16b,0,Steam,fluid:ic2steam
16b,0,Steam,fluid:steam
16,0,Dark Steel Nugget,enderio:item_alloy_nugget:6
16,0,Crushed End Stone,nuclearcraft:gem_dust:11
16,0,Tungsten Nugget,endreborn:wolframium_nugget:0
16,0,Fluxed Electrum Plate,redstonearsenal:material:128
16,0,Electrum Blend,thermalfoundation:material:97
16,0,Reinforced Cell Frame (Full),thermalexpansion:frame:146
16,0,Signalum Plate,thermalfoundation:material:357
16,0,Electrum Large Plate,"tconstruct:large_plate:0:{Material:""electrum""}"
16,0,Blank Slate,bloodmagic:slate:0
16,0,Ionite,environmentaltech:ionite:0
16,0,Advanced Solar Generator,mekanismgenerators:generator:5
16,0,Superconducting Electromagnet,nuclearcraft:accelerator_electromagnet_idle:0
16,0,3D Print,"opencomputers:print:0:{isButtonMode:0b,redstoneLevel:0,pressurePlate:0b,stateOff:[],stateOn:[],isBeaconBase:0b,lightLevel:4b,noclipOff:0b,noclipOn:0b}"
16,0,3D Printer,opencomputers:printer:0
16,0,Chamelium,opencomputers:material:28
16,0,Gray Dye,minecraft:dye:8
16,0,Printed Circuit Board (PCB),opencomputers:material:4
16,0,Raw Circuit Board,opencomputers:material:2
16,0,Reactor Port,mekanismgenerators:reactor:2
16,0,2x Ins. Gold Cable,"ic2:cable:2:{type:2b,insulation:2b}"
16,0,Californium RTG,nuclearcraft:rtg_californium:0
16,0,Californium-250,nuclearcraft:californium:4
16,0,Demonically Gargantuan Drum,extrautils2:drum:3
16b,0,Molten Cheese,fluid:cheese
16,0,Compressed Flint,excompressum:compressed_block:5
16,0,Aethium Solar Cell,environmentaltech:solar_cell_aethium:0
16,0,Iridium Essence,mysticalagriculture:iridium_essence:0
16,0,Block of Base Essence,mysticalagriculture:ingot_storage:0
16,0,Mystical Pink Petal,botania:petal:6
16,0,1024k ME Storage Component,aeadditions:storage.component:1
16,0,Quantron,requious:quantron:0:{energy:200000000}
16,0,Vibrant Alloy Nugget,enderio:item_alloy_nugget:2
16,0,Machine Parts,enderio:item_material:2
16,0,Speculation Core (32x),threng:material:12
15.5,0,Certus Quartz Dust,appliedenergistics2:material:2
15.25,0,Machine Case,teslacorelib:machine_case:0
15.16485947159572,0,Block of Iron,minecraft:iron_block:0
15,1,Furnace,minecraft:furnace:0
15,15,{Trade},placeholder:trade
15,0,Ender Electron Tube,forestry:thermionic_tubes:12
15,0,Flopper,flopper:flopper:0
15,0,Manasteel Ingot,botania:manaresource:0
14.5625,0,Fish Trap Bait,harvestcraft:fishtrapbaititem:0
14.5,0,Amber,thaumcraft:amber:0
14.222222222222223,0,Tin Can,ic2:crafting:10
14,1,Pure Daisy,"botania:specialflower:0:{type:""puredaisy""}"
14,0,Machine Frame,thermalexpansion:frame:0
14,0,Copper Cable,"ic2:cable:0:{type:0b,insulation:0b}"
14,0,Mystical White Petal,botania:petal:0
14,0,Infused Diamond,rftools:infused_diamond:0
14,0,Terrestrial Artifact,biomesoplenty:terrestrial_artifact:0
14,0,Cheese Wheel (Friesian),animania:friesian_cheese_wheel:0
13.888888888888886,0,Spectre Ingot,randomthings:ingredient:3
13.888888888888886,0,Phosphor,forestry:phosphor:0
13.5,0,White Wool,minecraft:wool:0
13.5b,0,Hotspring Water,fluid:ic2hot_water
13.5,0,Raw Fish,minecraft:fish:0
13.483735244361489,0,White Crystal Cluster,actuallyadditions:block_crystal_cluster_iron:0
13.246913580246915,0,Soularium Ingot,enderio:item_alloy_ingot:7
13,0,Nether Brick,minecraft:nether_brick:0
13,0,Lead Ore,thermalfoundation:ore:3
13,0,Reinforced Stone,ic2:resource:11
13,0,Black Dye,biomesoplenty:black_dye:0
13,0,Inscriber Engineering Press,appliedenergistics2:material:14
13,0,Cubic Boron Nitride,nuclearcraft:gem:1
13,0,Machine Circuitry,modularmachinery:blockcasing:5
13,0,Chorus Glass,integratedterminals:chorus_glass:0
13,0,Crystallized Obsidian,cyclicmagic:crystallized_obsidian:0
13,0,Blood Stone,randomthings:rezstone:0
12.944444444444445,0,Carrot,minecraft:carrot:0
12.928b,0,Molten Osgloglas,fluid:osgloglas
12.75,0,Aluminum Plate,thermalfoundation:material:324
12.672b,0,Molten Refined Obsidian,fluid:refined_obsidian
12.666666666666668,0,Nether Brick,minecraft:netherbrick:0
12.5,0,Plastic,industrialforegoing:plastic:0
12.5,0,Crystallized Obsidian,biomesoplenty:crystal:0
12.222222222222223,0,(Filled) Tin Can,ic2:filled_tin_can:0
12.098765432098766,0,Draconium Block,draconicevolution:draconium_block:0
12.0625,0,Gravel,minecraft:gravel:0
12,0,Invar Gear,thermalfoundation:material:290
12,0,Certus Quartz Crystal,appliedenergistics2:material:0
12,0,Aluminium Wire,immersiveengineering:material:22
12,0,Light Engineering Block,immersiveengineering:metal_decoration0:4
12,0,Steel Sheetmetal Slab,immersiveengineering:sheetmetal_slab:8
12,0,Blaze Rod,minecraft:blaze_rod:0
12,0,Compressed Diamond,mekanism:compresseddiamond:0
12,0,Redstone Gear,extrautils2:ingredients:1
12,0,Basic Energy Relay Crystal,draconicevolution:energy_crystal:0
12,0,Draconium Gear,jaopca:item_geardraconium:0
12,0,Basic Energy I/O Crystal,draconicevolution:energy_crystal:3
12,0,Printed Logic Circuit,appliedenergistics2:material:18
12,0,Thick Neutron Reflector,ic2:thick_neutron_reflector:0:{advDmg:0}
12,0,High Voltage Solar Array,compactsolars:compact_solar_block:2
12,0,Pellets of RTG Fuel,ic2:nuclear:10
12,0,"Platinum §o""Nugget""","rats:rat_nugget_ore:89:{OreItem:{id:""thermalfoundation:ore"",Count:1b,Damage:6s},IngotItem:{id:""thermalfoundation:material"",Count:1b,Damage:134s}}"
12,0,Stellar Alloy Nugget,enderio:item_alloy_endergy_nugget:3
12,0,Elite Lithium Ion Battery,nuclearcraft:lithium_ion_battery_elite:0
12,0,Lens,advancedrocketry:blocklens:0
12,0,Blood Tank Tier 1,bloodmagic:blood_tank:0
12,0,Vibrant Photovoltaic Cell,enderio:block_solar_panel:3
12,0,Dark Fused Quartz,enderio:block_dark_fused_quartz:0
12,0,Resonant Cell Frame (Empty),thermalexpansion:frame:132
12,0,Structure Frame Tier 1,environmentaltech:structure_frame_1:0
12,0,Enderium Gear,thermalfoundation:material:295
12,0,Dense Steel Plate,ic2:plate:16
11.5,0,Heavy Engineering Block,immersiveengineering:metal_decoration0:5
11.458333333333332,0,Flower Pot,minecraft:flower_pot:0
11.232b,0,Molten Osmium,fluid:osmium
11,0,Crystaltine Component,extendedcrafting:material:18
11,0,Oak Wood Slab,minecraft:wooden_slab:0
11,0,Impregnated Stick,forestry:oak_stick:0
11,0,User Interface,advancedrocketry:misc:0
11,0,Redstone Engineering Block,immersiveengineering:metal_decoration0:3
11,0,Mana Pearl,botania:manaresource:1
11,0,§bTrial Key§r,"deepmoblearning:trial_key:0:{attuned:1b,mobKey:""enderman"",tier:0}"
11,0,Weather Egg <Rain>,randomthings:weatheregg:1
10.944b,0,Molten Osmiridium,fluid:osmiridium
10.9050213554779,0,Block of Emerald,minecraft:emerald_block:0
10.8b,0,Molten Silver,fluid:silver
10.488888888888889,1,Seeds,minecraft:wheat_seeds:0
10.368b,0,Molten Refined Glowstone,fluid:refined_glowstone
10.0625,0,Andesite,minecraft:stone:5
10,0,Redstone-Iron Wiring,advgenerators:iron_wiring:0
10,0,Iron Tubing,advgenerators:iron_tubing:0
10,0,Machine Chassis,nuclearcraft:part:10
10,0,Polished Stone,extrautils2:decorativesolid:2
10b,0,Syngas,fluid:syngas
10b,0,Gasoline,fluid:gasoline
10,0,Basic Gas Tank,"mekanism:gastank:0:{tier:0,mekData:{stored:{gasName:""liquidosmium"",amount:64000}}}"
10b,0,Brine,fluid:brine
10,0,Polished Andesite,minecraft:stone:6
10,0,Magical Apple,extrautils2:magicapple:0
10,0,Lead Grit,immersiveengineering:metal:11
10,0,HSLA Steel Ingot,nuclearcraft:alloy:15
10,0,Terrasteel Nugget,botania:manaresource:18
10,0,Resonating Gem,astralsorcery:itemcraftingcomponent:4
10,0,Marble Pillar,astralsorcery:blockmarble:2
10,0,Advanced RE-Battery,ic2:advanced_re_battery:0:{charge:100000.0d}
10b,0,Molten Sunnarium,fluid:sunnarium
9.88888888888889,0,Thaumium Ingot,thaumcraft:ingot:0
9.777777777777779,0,MoreS'more DoubleS'mingot,nuclearcraft:moresmore:0
9.777777777777779,0,Gelatin,nuclearcraft:gelatin:0
9.619200000000001b,0,Molten Steel,fluid:steel
9.611111111111109,0,Aer,aspect:Aer
9.568b,0,Molten Enderium,fluid:enderium
9.5,0,Mana Diamond,botania:manaresource:2
9.5,0,Livingwood,botania:livingwood:0
9.5,0,Iceball,mctsmelteryio:iceball:0
9.333333333333334,0,Stellar Alloy Ingot,enderio:item_alloy_endergy_ingot:3
9.333333333333332,0,Iron Ore,minecraft:iron_ore:0
9.25,0,Advanced Alloy,ic2:crafting:3
9.00000000005174,0,Mana Quartz,botania:quartz:1
9,1,Advanced Crafting Table,extendedcrafting:table_advanced:0
9,1,Chemical Reactor,nuclearcraft:chemical_reactor_idle:0
9,1,Fusion Core,nuclearcraft:fusion_core:0
9,0,Double Compressed Crafting Table,avaritia:double_compressed_crafting_table:0
9b,0,Liquifacted Coal,fluid:coal
9,0,Wool (Jacob),animania:wool:3
9,0,Generator,ic2:te:3
9,0,Diamond Hammer,exnihilocreatio:hammer_diamond:0
9,0,Rat Upgrade Fragment,rats:rat_upgrade_fragment:0
9,0,Void Crystal,actuallyadditions:item_crystal:3
9,0,Red Crystal Shard,actuallyadditions:item_crystal_shard:0
9,0,HDPE Sheet,mekanism:polyethene:2
9,0,Silver Nugget,iceandfire:silver_nugget:0
9,0,Mystical Light Gray Petal,botania:petal:8
9,0,Basic Catalyst,extendedcrafting:material:8
9,0,Mystical Lime Petal,botania:petal:5
9,0,Draconic Metal Ingot,tconevo:metal:5
9,0,Brown Flower Pot,quark:colored_flowerpot_brown:0
9,0,Brown Dye,biomesoplenty:brown_dye:0
8.88888888888889,0,Refined Obsidian Ingot,mekanism:ingot:0
8.88888888888889,0,Electrical Steel Ingot,enderio:item_alloy_ingot:0
8.88888888888889,0,Enchanted Ingot,extrautils2:ingredients:12
8.88888888888889,0,Soulstone,mysticalagriculture:soulstone:0
8.88888888888889,0,Soulstone Slab,mysticalagriculture:soulstone_slab:0
8.680555555555555b,0,Flux Goo,fluid:flux_goo
8.5,0,Blitz Powder,thermalfoundation:material:2051
8.5,0,Basalz Powder,thermalfoundation:material:2053
8.266666666666666,0,Marble,astralsorcery:blockmarble:0
8.166666666666666,0,Invar Plate,thermalfoundation:material:354
8.000108507151404,0,§eInferium Essence,mysticalagriculture:crafting:0
8,0,Speculative Processor,threng:material:14
8,0,Black Hole Unit,industrialforegoing:black_hole_unit:0
8,0,Block of Black Iron,extendedcrafting:trimmed:4
8,0,Draconium Crystal,jaopca:item_crystaldraconium:0
8,0,Thickened Glass,extrautils2:decorativeglass:0
8,0,Iron Item Casing,ic2:casing:3
8,0,Dried Brick,tconstruct:materials:2
8,0,LV Wire Coil,immersiveengineering:wirecoil:0
8,0,Lavawood Slab,tconstruct:firewood_slab:0
8,0,Control Circuit Board,advancedrocketry:ic:3
8,0,Sugarcane Seed,exnihilocreatio:item_seed_sugarcane:0
8,0,Refined Obsidian Dust,mekanism:otherdust:5
8,0,Scorched Brick,tcomplement:materials:1
8,0,Dynamic Tank,mekanism:basicblock:9
8,0,Dragonforge Fire Brick,iceandfire:dragonforge_fire_brick:0
8,0,Drop of Evil,extrautils2:ingredients:10
8,0,Rock Crystal Essence,mysticalagriculture:rock_crystal_essence:0
8,0,Blizz Powder,thermalfoundation:material:2049
8,0,Permafrost,quark:biome_cobblestone:1
8,0,Shulker Shell,minecraft:shulker_shell:0
8,0,Amber Bearing Stone,thaumcraft:ore_amber:0
8,0,Compact Infinite Water Source,nuclearcraft:water_source_compact:0
8,0,Kiln Brick,immersiveengineering:stone_decoration:10
8,0,Sandstone,minecraft:sandstone:0
8,0,Pulsating Iron Nugget,enderio:item_alloy_nugget:5
8,0,Tool Casing,thermalfoundation:material:640
8,0,Silver Gear,thermalfoundation:material:258
8,0,Runed Marble,astralsorcery:blockmarble:6
8,0,Nuclear Reactor,ic2:te:22
8,0,The Ultimate Nugget,extendedcrafting:material:33
8,0,Endorium Nugget,endreborn:item_raw_endorium:0
8,0,Enhanced Ender Nugget,extendedcrafting:material:49
8,0,Draconium Infused Obsidian,draconicevolution:infused_obsidian:0
8,0,Pile of Ashes,biomesoplenty:ash:0
8,0,Ultimate Gas Tank,mekanism:gastank:0:{tier:3}
8,0,Gas Intake,advancedrocketry:intake:0
8,0,Superconducting Supercooler,nuclearcraft:electromagnet_supercooler_idle:0
8,0,HV-Transformer,ic2:te:79
8,0,Iridium Tank,ic2:te:134
8,0,Slot Size Upgrade 4,mctsmelteryio:upgrade:4
8,0,Slot Size Upgrade 3,mctsmelteryio:upgrade:3
8,0,Slot Size Upgrade 2,mctsmelteryio:upgrade:2
8,0,Slot Size Upgrade 1,mctsmelteryio:upgrade:1
8,0,Base Upgrade,mctsmelteryio:upgrade:0
8,0,Mysterious Token Chunk,rats:token_piece:0
8,0,Block of Cheese,rats:block_of_cheese:0
8,0,Universal Fluid Cell,"ic2:fluid_cell:0:{Fluid:{FluidName:""vapor_of_levity"",Amount:1000}}"
8,0,Monopropellant Fuel Tank,advancedrocketry:fueltank:0
8,0,Steel Fan,libvulpes:productfan:6
8,0,Steel Sheet,libvulpes:productsheet:6
8,0,Chaotic Metal Nugget,tconevo:metal:12
8,0,4096k ME Storage Component,aeadditions:storage.component:2
8,0,Positron Unit,requious:positron_unit:0:{energy:2000000000}
